,year,state,metrodiv_title,county_name,CoC_Code,coc_name,pop_type,pop_size
2148,2016,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Safe Haven Shelters,15
2149,2017,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Safe Haven Shelters,18
2150,2018,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Safe Haven Shelters,44
2671,2009,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,378
2672,2010,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,378
2673,2011,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,367
2674,2012,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,413
2675,2013,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,257
2676,2014,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,257
2677,2015,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,230
2678,2016,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,166
2679,2017,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,194
2680,2018,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Transitional Housing,145
3201,2009,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,887
3202,2010,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,887
3203,2011,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,925
3204,2012,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,896
3205,2013,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,671
3206,2014,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,680
3207,2015,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,704
3208,2016,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,620
3209,2017,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,696
3210,2018,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Total Sheltered Homeless,697
3731,2009,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1872
3732,2010,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1872
3733,2011,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1490
3734,2012,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1490
3735,2013,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1329
3736,2014,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1329
3737,2015,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1327
3738,2016,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1110
3739,2017,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,911
3740,2018,California,"Oakland-Berkeley-Livermore, CA",Contra Costa County,CA-505,Richmond/Contra Costa County CoC,Unsheltered Homeless,1537
31,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,#N/A
32,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,#N/A
33,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,224
34,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,163
35,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,89
36,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,62
37,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,281
38,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,257
39,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,359
40,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Chronically Homeless,399
561,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,#N/A
562,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,#N/A
563,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,68
564,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,51
565,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,54
566,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,52
567,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,66
568,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,78
569,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,94
570,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Veterans,89
1091,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1026
1092,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1026
1093,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,862
1094,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,725
1095,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,676
1096,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,679
1097,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1318
1098,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1258
1099,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1117
1100,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Homeless,1095
1621,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,261
1622,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,261
1623,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,221
1624,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,201
1625,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,188
1626,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,208
1627,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,229
1628,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,216
1629,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,226
1630,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Emergency Shelters,237
2151,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2152,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2153,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2154,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2155,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2156,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2157,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2158,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2159,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2160,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Safe Haven Shelters,0
2681,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,336
2682,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,336
2683,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,288
2684,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,295
2685,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,317
2686,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,293
2687,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,254
2688,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,207
2689,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,183
2690,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Transitional Housing,150
3211,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,597
3212,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,597
3213,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,509
3214,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,496
3215,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,505
3216,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,501
3217,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,483
3218,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,423
3219,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,409
3220,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Total Sheltered Homeless,387
3741,2009,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,429
3742,2010,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,429
3743,2011,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,353
3744,2012,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,229
3745,2013,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,171
3746,2014,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,178
3747,2015,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,835
3748,2016,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,835
3749,2017,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,708
3750,2018,California,"San Rafael, CA",Marin County,CA-507,Marin County CoC,Unsheltered Homeless,708
41,2009,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,#N/A
42,2010,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,#N/A
43,2011,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,486
44,2012,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,496
45,2013,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,889
46,2014,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,897
47,2015,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,319
48,2016,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,238
49,2017,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,234
50,2018,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Chronically Homeless,238
571,2009,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,#N/A
572,2010,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,#N/A
573,2011,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,324
574,2012,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,173
575,2013,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,245
576,2014,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,225
577,2015,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,183
578,2016,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,136
579,2017,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,105
580,2018,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Veterans,100
1101,2009,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1567
1102,2010,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1424
1103,2011,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1926
1104,2012,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1845
1105,2013,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1995
1106,2014,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,2024
1107,2015,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1483
1108,2016,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1361
1109,2017,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1253
1110,2018,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Total Homeless,1238
1631,2009,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Emergency Shelters,173
1632,2010,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Emergency Shelters,127
1633,2011,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Emergency Shelters,162
1634,2012,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Emergency Shelters,156
1635,2013,California,"San Francisco-San Mateo-Redwood City, CA",San Mateo County,CA-512,Daly/San Mateo County CoC,Emergency Shelters,240
